itemId,zone,containerId,coordinates
1029,Engineering_Bay,EB01,"(21.3,50.9,443.5),(36.2,73.8,472.1)"
1030,Power_Bay,PB03,"(49.3,0,0),(72.1,21.7,37.4)"
1031,Lab,L03,"(0,30.2,14.4),(49.8,52.4,55.4)"
1032,Crew_Quarters,CQ02,"(0,31.1,127.4),(48.3,58.0,142.2)"
1033,Life_Support,LS03,"(65.8,0,0),(80.8,37.0,49.0)"
1034,Power_Bay,PB01,"(69.1,0,4.4),(103.6,39.2,23.7)"
1035,Command_Center,CC02,"(0,106.4,0),(20.7,121.0,12.4)"
1036,Storage_Bay,TA02,"(27.6,0,126.3),(47.3,37.7,165.3)"
1037,Storage_Bay,TA01,"(43.8,17.6,42.5),(64.0,67.5,90.1)"
1038,Medical_Bay,EA03,"(0,0,10.9),(17.5,15.0,76.6)"
1039,Storage_Bay,TA02,"(37.7,27.1,117.5),(53.0,69.0,160.3)"
1040,Cockpit,C05,"(0,0,71.0),(47.3,40.1,115.5)"
1041,Maintenance_Bay,MB02,"(0,26.0,0),(47.8,45.9,42.9)"
1042,Command_Center,CC02,"(20.7,106.4,0),(52.6,156.3,32.0)"
1043,Maintenance_Bay,MB04,"(0,26.0,0),(37.0,53.4,37.7)"
1044,Medical_Bay,EA01,"(0,0,17.9),(26.4,11.7,31.2)"
1045,Airlock,A03,"(36.7,85.9,0),(86.6,103.2,15.7)"
1046,Crew_Quarters,CQ03,"(43.7,0,67.4),(67.7,25.2,84.4)"
1047,Crew_Quarters,CQ03,"(67.7,0,67.4),(79.3,43.2,94.2)"
1048,Crew_Quarters,CQ02,"(0,21.4,77.9),(17.2,42.4,144.7)"
1049,Airlock,A02,"(21.9,0,37.2),(68.5,23.3,53.7)"
1050,Engineering_Bay,EB01,"(36.2,50.9,443.5),(48.3,93.1,461.3)"
1051,Storage_Bay,TA02,"(47.3,0,126.3),(87.3,48.1,152.2)"
1052,Power_Bay,PB03,"(0,28.4,0),(36.3,55.0,34.5)"
1053,Storage_Bay,TA02,"(53.0,27.1,117.5),(96.6,45.1,134.4)"
1054,Airlock,A03,"(0,103.2,0),(36.5,130.8,11.6)"
1055,Maintenance_Bay,MB01,"(20.7,10.5,0),(55.9,48.8,11.9)"
1056,Storage_Bay,TA01,"(43.5,66.9,51.6),(71.6,94.6,67.6)"
1057,Airlock,A02,"(71.4,25.2,38.7),(105.9,48.5,53.8)"
1058,Medical_Bay,EA01,"(26.4,0,17.9),(43.4,13.0,38.6)"
1059,Crew_Quarters,CQ04,"(0,19.6,74.8),(41.9,56.3,104.0)"
1060,Storage_Bay,TA02,"(0,45.1,117.5),(32.8,82.4,142.6)"
1061,Crew_Quarters,CQ02,"(0,58.0,127.4),(38.7,89.3,157.5)"
1062,Cockpit,C04,"(0,15.1,50.3),(28.7,43.1,86.4)"
1063,Life_Support,LS02,"(0,0,26.2),(26.8,16.7,41.1)"
1064,Cockpit,C03,"(35.6,28.2,0),(64.2,66.8,28.5)"
1065,Power_Bay,PB05,"(0,31.1,0),(77.9,118.9,2.0)"
1066,Engine_Bay,NA03,"(66.6,0,0),(115.4,22.3,34.2)"
1067,Medical_Bay,EA01,"(43.2,30.6,12.2),(88.5,44.4,50.0)"
1068,Crew_Quarters,CQ03,"(79.3,0,67.4),(104.5,10.1,82.2)"
1069,Cockpit,C02,"(14.9,28.7,24.2),(32.1,60.6,39.8)"
1070,Lab,L04,"(142.9,29.2,0),(163.6,41.9,33.3)"
1071,Storage_Bay,TA01,"(64.0,17.6,42.5),(100.1,61.5,65.8)"
1072,Maintenance_Bay,MB02,"(0,31.2,0),(21.9,66.1,43.8)"
1073,Storage_Bay,TA01,"(71.6,66.9,51.6),(86.5,84.9,64.4)"
1074,Airlock,A03,"(46.1,76.4,0),(86.0,118.8,11.3)"
1075,Storage_Bay,TA01,"(0,84.9,51.6),(22.1,106.6,64.0)"
1076,External_Storage,ES04,"(0,44.9,32.0),(27.2,82.3,69.2)"
1077,Maintenance_Bay,MB04,"(54.0,20.6,0),(77.7,40.7,24.1)"
1078,External_Storage,ES02,"(48.4,0,16.0),(137.2,54.1,17.3)"
1079,Medical_Bay,EA02,"(27.8,0,95.2),(54.9,11.7,115.3)"
1080,Life_Support,LS04,"(48.0,20.8,0),(81.1,37.8,19.0)"
1081,Storage_Bay,TA01,"(22.1,84.9,51.6),(45.0,114.0,68.2)"
1082,Storage_Bay,TA01,"(45.0,84.9,51.6),(58.5,108.1,62.7)"
1083,Storage_Bay,TA02,"(32.8,45.1,117.5),(47.6,55.6,151.3)"
1084,Storage_Bay,TA01,"(58.5,84.9,51.6),(97.0,106.9,82.6)"
1085,Storage_Bay,TA02,"(0,0,152.2),(29.3,25.0,174.0)"
1086,Engine_Bay,NA02,"(30.8,19.4,0),(75.0,38.8,41.0)"
1087,Lab,L01,"(35.9,10.5,95.4),(47.2,47.1,109.3)"
1088,Airlock,A03,"(36.5,103.2,0),(67.0,147.4,19.2)"
1089,Storage_Bay,TA02,"(47.6,45.1,117.5),(58.6,61.5,141.4)"
1090,Storage_Bay,TA02,"(58.6,45.1,117.5),(70.4,62.7,132.8)"
1091,Engine_Bay,NA01,"(53.1,0,0),(94.9,46.1,20.1)"
1092,Airlock,A02,"(0,48.5,38.7),(23.2,65.7,65.6)"
1093,Medical_Bay,EA01,"(43.4,0,17.9),(88.5,49.9,55.6)"
1094,Lab,L02,"(47.8,18.6,46.6),(70.7,47.6,90.6)"
1095,Lab,L04,"(107.7,56.2,0),(144.3,100.2,20.7)"
1096,Crew_Quarters,CQ03,"(0,10.1,67.4),(22.7,58.0,82.4)"
1097,Crew_Quarters,CQ03,"(73.6,43.0,31.4),(86.7,70.1,51.8)"
1098,Lab,L01,"(47.2,10.5,95.4),(82.7,25.1,107.6)"
1099,Crew_Quarters,CQ04,"(49.7,42.9,44.6),(65.3,67.0,126.1)"
1100,Crew_Quarters,CQ02,"(17.2,21.4,77.9),(29.5,67.7,107.1)"
1101,Airlock,A02,"(0,23.3,37.2),(22.0,52.8,94.0)"
1102,Storage_Bay,TA01,"(0,61.5,42.5),(34.2,107.4,61.8)"
1103,Life_Support,LS05,"(0,29.7,0),(40.9,54.7,41.7)"
1104,Maintenance_Bay,MB03,"(0,65.8,0),(28.1,100.5,42.3)"
1105,Cockpit,C05,"(54.5,0,24.7),(85.2,38.6,53.0)"
1106,Lab,L04,"(163.6,29.2,0),(212.7,62.1,22.7)"
1107,Storage_Bay,TA02,"(70.4,45.1,117.5),(88.9,85.0,135.6)"
1108,External_Storage,ES01,"(61.3,20.4,1.3),(78.5,42.5,18.2)"
1109,Storage_Bay,TA02,"(29.3,0,152.2),(54.8,29.5,162.5)"
1110,Airlock,A01,"(0,128.9,0),(13.2,141.4,49.4)"
1111,Crew_Quarters,CQ03,"(86.7,43.0,31.4),(99.7,92.6,69.8)"
1112,Airlock,A01,"(13.2,128.9,0),(52.4,174.0,20.1)"
1113,Storage_Bay,TA02,"(0,0,135.6),(25.5,28.2,158.3)"
1114,Airlock,A02,"(23.2,48.5,38.7),(35.3,97.4,85.5)"
1115,Power_Bay,PB04,"(0,0,18.9),(21.6,48.0,29.9)"
1116,Storage_Bay,TA01,"(0,106.9,51.6),(24.7,139.2,75.1)"
1117,Cockpit,C04,"(0,0,104.3),(17.0,15.7,115.7)"
1118,Life_Support,LS02,"(0,16.7,26.2),(18.3,42.0,53.4)"
1119,Crew_Quarters,CQ03,"(22.7,10.1,67.4),(52.5,28.2,88.3)"
1120,Crew_Quarters,CQ02,"(29.5,21.4,77.9),(41.1,65.7,124.1)"
1121,Crew_Quarters,CQ02,"(0,89.3,127.4),(14.7,135.4,173.2)"
1122,Power_Bay,PB04,"(48.5,0,3.7),(98.5,27.2,21.3)"
1123,Crew_Quarters,CQ03,"(52.5,10.1,67.4),(90.3,21.3,105.6)"
1124,Lab,L01,"(0,0,141.6),(10.1,12.6,173.1)"
1125,Storage_Bay,TA02,"(54.8,0,152.2),(75.6,28.4,163.7)"
1126,Maintenance_Bay,MB04,"(0,40.7,0),(42.6,64.1,21.5)"
1127,Lab,L02,"(0,0,55.9),(28.5,23.3,91.5)"
1128,Engineering_Bay,EB01,"(48.3,50.9,443.5),(71.8,69.4,467.2)"
1129,Storage_Bay,TA02,"(75.6,0,152.2),(98.6,24.4,164.6)"
1130,Lab,L01,"(0,0,107.6),(34.7,30.7,138.7)"
1131,Crew_Quarters,CQ04,"(41.9,19.6,74.8),(68.4,40.8,109.4)"
1132,Lab,L01,"(10.1,0,141.6),(49.0,35.4,175.7)"
1133,Crew_Quarters,CQ04,"(65.3,42.9,44.6),(94.5,87.4,91.1)"
1134,Storage_Bay,TA02,"(0,24.4,152.2),(28.6,42.7,178.8)"
1135,Crew_Quarters,CQ03,"(0,0,69.8),(38.8,38.2,112.7)"
1136,Lab,L03,"(50.7,47.0,0),(94.8,78.0,21.7)"
1137,Medical_Bay,EA03,"(40.9,0,61.1),(81.9,28.5,86.6)"
1138,Storage_Bay,TA01,"(34.2,61.5,42.5),(63.3,84.7,74.6)"
1139,Crew_Quarters,CQ03,"(0,21.3,67.4),(49.0,41.9,100.6)"
1140,Medical_Bay,EA02,"(54.9,0,95.2),(80.2,14.8,113.5)"
1141,Engineering_Bay,EB01,"(71.8,50.9,443.5),(97.4,77.0,481.9)"
1142,Crew_Quarters,CQ02,"(0,65.7,77.9),(30.0,86.0,99.5)"
1143,Maintenance_Bay,MB01,"(49.9,0,0),(88.5,26.9,18.0)"
1144,Medical_Bay,EA02,"(52.1,0,81.1),(91.2,13.9,106.7)"
1145,Cockpit,C04,"(0,15.7,104.3),(24.7,37.7,124.5)"
1146,External_Storage,ES01,"(41.5,0,1.5),(84.1,72.3,3.8)"
1147,Command_Center,CC03,"(38.7,49.9,0),(59.5,98.7,36.1)"
1148,Crew_Quarters,CQ04,"(68.4,19.6,74.8),(91.9,45.9,169.8)"
1149,Storage_Bay,TA02,"(25.5,0,135.6),(48.6,14.6,160.9)"
1150,Storage_Bay,TA01,"(24.7,106.9,51.6),(49.5,124.4,87.6)"
1151,Life_Support,LS04,"(0,0,19.0),(28.5,29.6,56.4)"
1152,Airlock,A03,"(0,118.8,0),(28.0,138.4,48.0)"
1153,Storage_Bay,TA02,"(48.6,0,135.6),(70.2,23.2,150.4)"
1154,Medical_Bay,EA03,"(17.5,0,10.9),(32.2,49.8,59.5)"
1155,Lab,L02,"(70.7,18.6,46.6),(91.2,30.5,65.5)"
1156,Airlock,A03,"(67.0,103.2,0),(97.0,118.8,73.6)"
1157,Storage_Bay,TA02,"(28.6,24.4,152.2),(73.7,67.1,193.3)"
1158,External_Storage,ES03,"(46.5,0,1.6),(66.8,11.3,48.0)"
1159,Maintenance_Bay,MB01,"(55.9,10.5,0),(85.3,43.6,10.5)"
1160,Storage_Bay,TA02,"(70.2,0,135.6),(88.9,25.4,147.5)"
1161,Engineering_Bay,EB01,"(0,0,481.9),(23.4,23.1,503.6)"
1162,Engineering_Bay,EB01,"(23.4,0,481.9),(70.9,15.5,530.0)"
1163,Crew_Quarters,CQ02,"(14.7,89.3,127.4),(61.1,99.9,167.8)"
1164,Storage_Bay,TA01,"(49.5,106.9,51.6),(65.4,133.4,74.5)"
1165,Engineering_Bay,EB01,"(0,15.5,481.9),(28.0,36.4,498.8)"
1166,Engineering_Bay,EB01,"(28.0,15.5,481.9),(49.4,55.8,505.1)"
1167,Storage_Bay,TA01,"(63.3,61.5,42.5),(98.9,105.7,64.2)"
1168,Storage_Bay,TA02,"(0,25.4,135.6),(48.3,49.5,161.5)"
1169,Medical_Bay,EA02,"(0,0,113.5),(33.7,38.8,128.1)"
1170,Lab,L02,"(28.5,0,55.9),(54.4,13.7,78.8)"
1171,Crew_Quarters,CQ02,"(0,86.0,77.9),(34.2,122.3,89.0)"
1172,Airlock,A01,"(52.1,77.8,0),(91.5,91.8,33.0)"
1173,Lab,L02,"(0,30.5,46.6),(10.8,52.6,59.0)"
1174,Lab,L04,"(144.3,56.2,0),(167.5,103.5,33.1)"
1175,Lab,L02,"(10.8,30.5,46.6),(27.3,61.4,86.7)"
1176,External_Storage,ES02,"(0,0,17.3),(19.9,12.3,30.0)"
1177,Crew_Quarters,CQ02,"(0,122.3,77.9),(11.1,146.9,123.0)"
1178,Storage_Bay,TA01,"(65.4,106.9,51.6),(105.8,119.8,76.9)"
1179,Command_Center,CC01,"(52.4,53.1,0),(81.1,99.6,43.6)"
1180,Lab,L02,"(54.4,0,55.9),(93.5,31.3,79.5)"
1181,Airlock,A02,"(22.0,23.3,37.2),(40.6,57.2,71.5)"
1182,Medical_Bay,EA02,"(0,0,106.7),(28.1,16.5,150.1)"
1183,Storage_Bay,TA01,"(0,119.8,51.6),(30.9,164.3,92.1)"
1184,Cockpit,C02,"(32.1,28.7,24.2),(49.6,46.6,38.5)"
1185,Storage_Bay,TA02,"(48.3,25.4,135.6),(59.4,45.8,153.6)"
1186,External_Storage,ES01,"(78.5,20.4,1.3),(149.2,96.7,2.8)"
1187,Storage_Bay,TA01,"(0,105.7,42.5),(38.0,118.3,84.5)"
1188,Engineering_Bay,EB01,"(49.4,15.5,481.9),(95.1,56.3,518.0)"
1189,Engine_Bay,NA01,"(71.3,0,0),(86.3,12.5,24.6)"
1190,Command_Center,CC03,"(19.0,0,32.0),(59.8,11.6,65.0)"
1191,Storage_Bay,TA02,"(59.4,25.4,135.6),(83.4,48.5,147.5)"
1192,Lab,L03,"(49.8,30.2,14.4),(73.5,57.7,32.8)"
1193,Lab,L04,"(0,0,22.7),(12.6,14.2,41.1)"
1194,Engineering_Bay,EB01,"(0,0,518.0),(18.1,38.7,541.5)"
1195,Storage_Bay,TA02,"(0,48.5,135.6),(24.7,69.8,166.5)"
1196,Crew_Quarters,CQ02,"(0,99.9,127.4),(39.6,144.4,147.7)"
1197,Lab,L01,"(34.7,0,107.6),(59.2,20.9,129.1)"
1198,Engineering_Bay,EB01,"(18.1,0,518.0),(52.1,13.9,550.7)"
1199,Command_Center,CC01,"(39.1,33.6,36.7),(71.1,49.7,77.3)"
1200,Cockpit,C01,"(31.0,0,13.6),(68.9,48.5,31.1)"
1201,Airlock,A02,"(35.3,48.5,38.7),(75.3,75.3,52.5)"
1202,Airlock,A03,"(28.0,118.8,0),(74.2,135.5,32.8)"
1203,Lab,L03,"(0,0,21.7),(19.1,27.8,44.0)"
1204,Storage_Bay,TA01,"(38.0,105.7,42.5),(59.5,128.9,61.4)"
1205,Engineering_Bay,EB01,"(52.1,0,518.0),(91.0,29.0,534.3)"
1206,Sanitation_Bay,SB02,"(19.7,0,0),(48.8,23.1,10.9)"
1207,Engineering_Bay,EB01,"(0,29.0,518.0),(20.1,57.6,543.5)"
1208,Storage_Bay,TA02,"(24.7,48.5,135.6),(56.1,98.0,172.5)"
1209,Crew_Quarters,CQ03,"(49.0,21.3,67.4),(66.6,47.9,139.7)"
1210,Life_Support,LS01,"(0,0,94.8),(10.9,14.1,130.2)"
1211,Storage_Bay,TA01,"(59.5,105.7,42.5),(100.6,148.3,56.5)"
1212,Command_Center,CC03,"(0,11.6,32.0),(40.1,32.5,45.3)"
1213,Lab,L04,"(12.6,0,22.7),(50.5,31.7,50.2)"
1214,Airlock,A01,"(0,91.8,0),(25.7,138.0,45.1)"
1215,Maintenance_Bay,MB01,"(0,43.6,0),(35.9,78.0,15.5)"
1216,Command_Center,CC03,"(40.1,11.6,32.0),(66.9,23.5,50.4)"
1217,External_Storage,ES02,"(0,0,4.5),(14.2,46.5,49.2)"
1218,Storage_Bay,TA01,"(30.9,119.8,51.6),(60.9,133.0,73.0)"
1219,Engineering_Bay,EB01,"(20.1,29.0,518.0),(65.0,46.7,564.2)"
1220,Lab,L03,"(73.5,30.2,14.4),(92.1,49.3,40.9)"
1221,Engineering_Bay,EB01,"(0,46.7,518.0),(36.8,71.5,534.2)"
1222,Sanitation_Bay,SB02,"(25.4,0,0),(42.3,16.9,23.1)"
1223,Crew_Quarters,CQ02,"(11.1,122.3,77.9),(53.6,145.1,116.7)"
1224,Crew_Quarters,CQ04,"(0,0,91.1),(20.8,25.7,119.7)"
1225,Cockpit,C02,"(0,46.6,24.2),(10.5,77.4,53.8)"
1226,Engine_Bay,NA01,"(86.3,0,0),(101.4,35.1,31.4)"
1227,Lab,L01,"(59.2,0,107.6),(86.6,15.3,151.3)"
1228,Lab,L02,"(27.3,30.5,46.6),(48.5,49.6,64.3)"
1229,Crew_Quarters,CQ03,"(38.8,0,69.8),(86.5,21.2,94.7)"
1230,Power_Bay,PB03,"(72.1,0,0),(83.4,34.5,25.4)"
1231,Lab,L03,"(19.1,0,21.7),(30.9,44.8,49.4)"
1232,Lab,L01,"(49.0,0,141.6),(98.5,12.6,183.8)"
1233,Storage_Bay,TA01,"(60.9,119.8,51.6),(72.4,150.7,61.8)"
1234,Storage_Bay,TA01,"(0,0,56.5),(49.1,29.6,73.1)"
1235,Crew_Quarters,CQ04,"(0,45.9,74.8),(25.1,57.0,101.3)"
1236,Storage_Bay,TA01,"(72.4,119.8,51.6),(86.9,133.0,77.7)"
1237,Crew_Quarters,CQ03,"(66.6,21.3,67.4),(86.7,64.9,98.8)"
1238,Maintenance_Bay,MB01,"(0,26.9,0),(25.5,45.8,22.5)"
1239,Storage_Bay,TA01,"(0,133.0,51.6),(48.9,159.2,97.5)"
1240,Crew_Quarters,CQ02,"(0,0,147.7),(19.5,19.7,172.5)"
1241,Life_Support,LS02,"(0,42.0,26.2),(43.4,82.0,50.4)"
1242,Crew_Quarters,CQ04,"(20.8,0,91.1),(32.5,34.6,111.4)"
1243,Storage_Bay,TA01,"(49.1,0,56.5),(64.9,14.0,82.3)"
1244,Engineering_Bay,EB01,"(36.8,46.7,518.0),(63.5,85.8,536.0)"
1245,Storage_Bay,TA02,"(56.1,48.5,135.6),(85.3,73.5,162.7)"
1246,Medical_Bay,EA01,"(0,44.4,12.2),(30.5,59.0,33.8)"
1247,Crew_Quarters,CQ04,"(25.1,45.9,74.8),(42.1,93.1,85.1)"
1248,External_Storage,ES02,"(19.9,0,17.3),(62.2,97.5,19.1)"
1249,External_Storage,ES01,"(0,0,3.8),(19.8,28.2,33.0)"
1250,Airlock,A01,"(52.4,128.9,0),(81.3,154.3,88.7)"
1251,Storage_Bay,TA01,"(64.9,0,56.5),(75.4,12.1,83.1)"
1252,Storage_Bay,TA01,"(75.4,0,56.5),(111.2,41.4,106.3)"
1253,Storage_Bay,TA02,"(0,0,162.7),(14.7,20.6,186.7)"
1254,Command_Center,CC02,"(35.8,84.3,0),(54.0,127.9,41.3)"
1255,Engine_Bay,NA02,"(0,26.0,0),(29.4,39.8,25.5)"
1256,Cockpit,C04,"(0,0,124.5),(18.0,16.5,155.0)"
1257,Power_Bay,PB01,"(16.4,0,6.1),(88.7,61.3,8.9)"
1258,Maintenance_Bay,MB02,"(21.9,31.2,0),(65.7,50.0,15.1)"
1259,Airlock,A02,"(0,0,52.5),(43.3,24.7,95.2)"
1260,Medical_Bay,EA01,"(30.5,44.4,12.2),(52.2,64.3,77.3)"
1261,Engineering_Bay,EB01,"(63.5,46.7,518.0),(75.4,67.8,541.6)"
1262,Storage_Bay,TA02,"(14.7,0,162.7),(49.6,36.1,184.1)"
1263,Engineering_Bay,EB01,"(75.4,46.7,518.0),(125.4,84.9,553.0)"
1264,Storage_Bay,TA01,"(48.9,133.0,51.6),(58.9,149.6,68.4)"
1265,Crew_Quarters,CQ02,"(19.5,0,147.7),(67.2,11.2,197.2)"
1266,Engineering_Bay,EB01,"(0,0,553.0),(34.3,47.9,591.4)"
1267,Lab,L03,"(0,49.3,14.4),(46.5,76.3,25.1)"
1268,Storage_Bay,TA01,"(58.9,133.0,51.6),(71.1,148.0,75.3)"
1269,Crew_Quarters,CQ04,"(32.5,0,91.1),(44.9,22.7,118.8)"
1270,Storage_Bay,TA01,"(71.1,133.0,51.6),(115.1,179.9,94.9)"
1271,Storage_Bay,TA02,"(49.6,0,162.7),(99.3,42.0,212.2)"
1272,Lab,L02,"(48.5,30.5,46.6),(75.5,50.9,70.6)"
1273,Medical_Bay,EA02,"(33.7,0,113.5),(54.6,20.6,161.7)"
1274,Crew_Quarters,CQ04,"(42.1,45.9,74.8),(77.8,56.2,120.4)"
1275,Crew_Quarters,CQ02,"(0,145.1,77.9),(17.9,171.5,99.6)"
1276,Lab,L04,"(167.5,56.2,0),(201.4,76.5,16.2)"
1277,Airlock,A03,"(0,118.8,0),(47.1,163.3,28.5)"
1278,Command_Center,CC03,"(66.9,11.6,32.0),(109.0,46.3,47.7)"
1279,Life_Support,LS01,"(10.9,0,94.8),(59.3,44.7,125.0)"
1280,Lab,L02,"(0,31.3,55.9),(26.9,44.0,71.9)"
1281,Storage_Bay,TA01,"(0,41.4,56.5),(18.6,54.9,72.5)"
1282,Airlock,A02,"(40.6,23.3,37.2),(67.1,37.0,60.1)"
1283,Sanitation_Bay,SB01,"(0,0,17.1),(24.8,11.4,43.4)"
1284,Lab,L03,"(30.9,0,21.7),(50.6,19.7,36.6)"
1285,Medical_Bay,EA03,"(0,28.5,61.1),(10.1,53.3,82.1)"
1286,Engineering_Bay,EB01,"(34.3,0,553.0),(61.3,22.8,566.6)"
1287,Engineering_Bay,EB01,"(61.3,0,553.0),(85.6,36.7,594.1)"
1288,Engineering_Bay,EB01,"(0,36.7,553.0),(25.1,58.0,586.9)"
1289,External_Storage,ES03,"(28.6,0,1.8),(89.4,58.9,6.5)"
1290,Crew_Quarters,CQ03,"(0,21.2,69.8),(35.8,48.5,94.5)"
1291,Lab,L01,"(0,0,151.3),(12.9,28.1,190.2)"
1292,Storage_Bay,TA01,"(18.6,41.4,56.5),(31.2,61.5,80.7)"
1293,Lab,L02,"(26.9,31.3,55.9),(38.4,62.3,83.1)"
1294,Airlock,A02,"(67.1,23.3,37.2),(115.3,42.1,48.4)"
1295,Medical_Bay,EA03,"(10.1,28.5,61.1),(21.7,72.9,87.2)"
1296,Command_Center,CC03,"(59.5,49.9,0),(107.3,86.7,15.0)"
1297,Engineering_Bay,EB01,"(25.1,36.7,553.0),(70.4,73.9,602.5)"
1298,Medical_Bay,EA02,"(28.1,0,106.7),(70.0,39.3,148.8)"
1299,Lab,L03,"(46.5,49.3,14.4),(88.4,96.3,30.9)"
1300,Crew_Quarters,CQ04,"(44.9,0,91.1),(64.3,26.9,115.8)"
1301,Lab,L02,"(0,50.9,46.6),(13.8,95.5,59.5)"
1302,Lab,L03,"(50.6,0,21.7),(64.2,10.2,43.4)"
1303,Engineering_Bay,EB01,"(0,0,602.5),(35.0,26.4,638.5)"
1304,Engineering_Bay,EB01,"(35.0,0,602.5),(78.3,22.1,644.4)"
1305,Lab,L04,"(50.5,0,22.7),(61.3,41.9,33.8)"
1306,Engineering_Bay,EB01,"(0,22.1,602.5),(46.0,47.6,619.2)"
1307,Lab,L04,"(0,0,16.2),(44.8,35.1,32.5)"
1308,Storage_Bay,TA01,"(31.2,41.4,56.5),(76.2,60.8,70.4)"
1309,Storage_Bay,TA01,"(0,60.8,56.5),(27.1,86.3,78.0)"
1310,Crew_Quarters,CQ02,"(17.9,145.1,77.9),(52.8,186.7,91.9)"
1311,Crew_Quarters,CQ03,"(0,0,98.8),(16.6,21.2,155.2)"
1312,Sanitation_Bay,SB04,"(25.9,0,0),(40.6,13.1,24.1)"
1313,Storage_Bay,TA01,"(27.1,60.8,56.5),(56.1,78.1,74.6)"
1314,Life_Support,LS03,"(80.8,0,0),(92.9,13.4,37.0)"
1315,Power_Bay,PB02,"(75.4,0,2.2),(125.1,66.5,3.9)"
1316,Engine_Bay,NA01,"(101.4,0,0),(148.6,36.3,34.2)"
1317,Airlock,A03,"(0,135.5,0),(45.0,166.2,26.0)"
1318,Lab,L03,"(64.2,0,21.7),(96.1,42.8,71.3)"
1319,Engine_Bay,NA03,"(115.4,0,0),(135.7,16.0,28.9)"
1320,Medical_Bay,EA03,"(32.2,0,10.9),(81.9,20.0,34.4)"
1321,Lab,L04,"(61.3,0,22.7),(103.6,15.7,58.0)"
1322,Storage_Bay,TA01,"(56.1,60.8,56.5),(91.8,76.5,91.3)"
1323,Airlock,A02,"(0,42.1,37.2),(34.8,56.9,77.8)"
1324,Storage_Bay,TA01,"(0,0,94.9),(49.5,14.4,114.8)"
1325,Medical_Bay,EA02,"(54.6,0,113.5),(74.5,24.9,135.6)"
1326,Crew_Quarters,CQ04,"(0,56.2,74.8),(34.6,104.0,112.6)"
1327,Command_Center,CC01,"(0,49.7,36.7),(35.0,62.4,54.7)"
1328,Engineering_Bay,EB01,"(46.0,22.1,602.5),(86.3,32.9,613.3)"
1329,Lab,L02,"(13.8,50.9,46.6),(24.9,76.0,57.2)"
1330,Lab,L01,"(0,0,183.8),(16.1,19.1,194.8)"
1331,Crew_Quarters,CQ04,"(64.3,0,91.1),(92.2,22.5,132.8)"
1332,Crew_Quarters,CQ02,"(0,11.2,147.7),(18.9,45.8,189.5)"
1333,Command_Center,CC01,"(35.0,49.7,36.7),(51.7,83.5,63.8)"
1334,Storage_Bay,TA01,"(0,76.5,56.5),(34.7,124.9,81.2)"
1335,Life_Support,LS04,"(0,0,31.5),(22.4,24.7,69.6)"
1336,Storage_Bay,TA01,"(49.5,0,94.9),(66.1,32.9,123.7)"
1337,Command_Center,CC02,"(52.6,106.4,0),(91.3,124.6,41.3)"
1338,Crew_Quarters,CQ03,"(35.8,21.2,69.8),(71.1,41.8,105.2)"
1339,Engineering_Bay,EB01,"(0,32.9,602.5),(47.5,45.4,649.9)"
1340,Lab,L02,"(38.4,31.3,55.9),(84.6,78.6,94.8)"
1341,Medical_Bay,EA03,"(21.7,28.5,61.1),(34.5,50.1,89.7)"
1342,Storage_Bay,TA01,"(66.1,0,94.9),(88.7,22.2,111.7)"
1343,Airlock,A01,"(25.7,91.8,0),(75.3,116.5,19.9)"
1344,Storage_Bay,TA01,"(0,22.2,94.9),(11.4,39.2,136.0)"
1345,Engineering_Bay,EB01,"(47.5,32.9,602.5),(66.5,51.7,616.3)"
1346,Maintenance_Bay,MB04,"(42.6,40.7,0),(71.1,51.6,12.1)"
1347,Airlock,A02,"(43.3,0,52.5),(55.5,22.6,100.5)"
1348,Storage_Bay,TA01,"(11.4,22.2,94.9),(55.4,51.2,122.9)"
1349,Lab,L01,"(12.9,0,151.3),(36.9,33.2,195.7)"
1350,Engineering_Bay,EB01,"(66.5,32.9,602.5),(89.9,59.8,617.0)"
1351,Crew_Quarters,CQ02,"(0,0,91.9),(22.2,14.7,115.6)"
1352,Engineering_Bay,EB01,"(0,0,617.0),(27.5,14.9,657.9)"
1353,Engineering_Bay,EB01,"(27.5,0,617.0),(52.2,38.5,634.6)"
1354,Lab,L02,"(24.9,50.9,46.6),(73.2,64.0,80.3)"
1355,Storage_Bay,TA01,"(34.7,76.5,56.5),(48.1,88.2,84.2)"
1356,Maintenance_Bay,MB02,"(47.8,26.0,0),(77.1,50.4,17.7)"
1357,Lab,L01,"(16.1,0,183.8),(33.9,14.7,199.1)"
1358,Greenhouse,G01,"(56.0,0,0),(76.9,27.7,27.7)"
1359,Cockpit,C02,"(24.7,0,39.4),(37.4,41.9,67.6)"
1360,External_Storage,ES04,"(0,0,40.8),(84.9,57.5,41.8)"
1361,Lab,L01,"(33.9,0,183.8),(77.6,17.5,209.7)"
1362,Power_Bay,PB04,"(21.6,0,18.9),(77.9,59.5,21.7)"
1363,Storage_Bay,TA01,"(48.1,76.5,56.5),(58.1,102.3,81.4)"
1364,Engineering_Bay,EB01,"(52.2,0,617.0),(85.5,33.8,650.3)"
1365,Lab,L04,"(44.8,0,16.2),(70.4,24.4,43.7)"
1366,Storage_Bay,TA01,"(58.1,76.5,56.5),(102.5,119.4,88.4)"
1367,Engineering_Bay,EB01,"(0,33.8,617.0),(49.9,45.5,641.9)"
